movieid,name
1809149,"Bahiatursa [br] - (support)"
1809149,"BEI Comunicações [br] - (fund raising)"
1809149,"Canal+ [fr] - (participation)"
1809149,"Coca Cola [br] - (support)"
1809149,"Credicard [br] - (support)"
1809149,"Dolby Digital [br] - (support)"
1809149,"Fondation de la Poste [fr] - (support)"
1809149,"Fulmitrens [br] - (support)"
1809149,"Lei de Incentivo a Cultura, Ministerio da Cultura [br] - (support)"
1809149,"MACT Productions [fr]"
1809149,"Ministère des Affaires Étrangères [fr] - (participation)"
1809149,"NAK [fr] - (support)"
1809149,"Prefeitura Rio Filme - (support)"
1809149,"Rainer Artes Gráficas [br] - (support)"
1809149,"Rio-Sul Linhas Aéreas [br] - (support)"
1809149,"Riofilme [br]"
1809149,"Sagepacq [fr] - (participation)"
1809149,"São Paulo City Hall [br] - (support)"
1809149,"Secretaria da Cultura e Turismo, Governo da Bahia [br] - (support)"
1809149,"Severiano Ribeiro Distribuidora - (support)"
1809149,"Sundance Institute, The [us] - (support)"
1809149,"Telebahia [br] - (support)"
1809149,"Varig Brasil [br] - (support)"
1809149,"VideoFilmes [br]"
1809197,"Beambright [gb]"
1809197,"British Broadcasting Corporation (BBC) [gb]"
1809197,"Incorporated Television Company (ITC) [gb]"
1809431,"Canal+ [fr] - (in collaboration with) (as Canal Plus)"
1809431,"European Script Fund - (support)"
1809431,"Films A2 [fr] - (co-production)"
1809431,"Les Films Stock International [ca] - (co-production)"
1809431,"Lucky Red [it] - (in collaboration with)"
1809431,"Molécule [fr] - (co-production)"
1809431,"Neue Constantin Film [de] - (co-production)"
1809431,"Programme MEDIA de la Communauté Européenne - (support)"
1809431,"Rai Due [it] - (in collaboration with)"
1809431,"Sera Filmproduktion [de]"
1809431,"Téléfilm Canada [ca] - (in collaboration with)"
1809431,"Wildlife Films, Buenos Aires, Argentina - (co-production)"
1809431,"Zweites Deutsches Fernsehen (ZDF) [de] - (in collaboration with)"
1809724,"Azor Films [fr]"
1809724,"Canal+ [fr]"
1809724,"Centre National de la Cinématographie (CNC) [fr] - (participation)"
1809724,"France 2 Cinéma [fr]"
1809724,"France 3 Cinéma [fr]"
1809724,"Procirep [fr] - (support)"
1809724,"Téléma [fr]"
1809864,"Canal+ [fr] - (participation)"
1809864,"France 2 Cinéma [fr] - (co-production)"
1809864,"Vertigo Productions [fr] - (co-production)"
1809984,"Chicago Pacific Entertainment [us]"
1809984,"Twentieth Century Fox Film Corporation [us]"
1809984,"Zanuck Company, The [us]"
1809998,"Bel Air Entertainment [us] - (presents) (as Bel-Air Entertainment)"
1809998,"City Block Productions [us] - (producer) (as City Block Films)"
1809998,"Lord-Weaver - (producer) (as Weaver/Lord)"
1809998,"Shiny Productions [ca]"
1810092,"101st Street Films [us]"
1810092,"Aurora Productions [us]"
1810092,"Trimark Pictures [us]"
1810470,"British International Pictures (BIP) [gb]"
1811382,"Golden Harvest Company [hk]"
1811382,"Golden Way Films Ltd. [hk]"
1811382,"Top Stunt [hk]"
1811626,"Stanley Donen Films [gb] - (as A Stanley Donen Production)"
1811626,"Universal Pictures [us] - (presents) (as Universal) (as A Universal® Picture also)"
1811722,"Allied Stars Ltd. [gb] - (presented by) (as Allied Stars)"
1811722,"Enigma Productions [gb] - (as An Enigma Production)"
1812202,"Walt Disney Productions [us]"
1812255,"Hanna-Barbera Productions [us]"
1812255,"Paramount Pictures [us]"
1812255,"Sagittarius Productions [us]"
1812339,"Wega Film [at]"
1812450,"Morgan Creek Productions [us]"
1812490,"Too Askew Prod. Inc. [us]"
1812490,"View Askew Productions [us] - (as View Askew)"
1813663,"Silver Screen Partners III [us]"
1813663,"Walt Disney Pictures [us]"
1815267,"Aardman Animations [gb] - (as an AARDMAN production)"
1815267,"DreamWorks SKG [us] - (in association with) (as Dreamworks Pictures)"
1815267,"Pathé [fr] - (presents)"
1815901,"United Artists [us]"
1815914,"Universal Pictures [us]"
1815915,"Universal Pictures [us]"
1816153,"Paramount Pictures [us]"
1816171,"Angeles Entertainment Group [us]"
1816171,"Cinema Group"
1816171,Gatlin
1816171,"Hal Roach Studios [us]"
1816171,"Inverness Productions [us]"
1816171,"Planet Productions [us]"
1816175,"Corn Cobb Productions"
1816175,"Dimension Films [us]"
1816175,"Fifth Avenue Entertainment"
1816175,"Trans Atlantic Entertainment [us]"
1816176,"Park Avenue Productions"
1816176,"Trans Atlantic Entertainment"
1816182,"Metro-Goldwyn-Mayer British Studios [gb]"
1816238,"Australian Asset Securities Limited [au] - (support)"
1816238,"Australian Film Finance Corporation (AFFC) [au]"
1816238,"Rev Kids"
1816379,"Morgan Creek Productions [us]"
1816691,"Paramount Pictures [us] - (as Paramount)"
1816691,Penthouse
1816742,"Canal+ [fr]"
1816742,"NDF International [gb]"
1816742,"Pony Canyon [jp]"
1816742,"WW Productions Inc. [us]"
1817535,"Oaktree [us]"
1817898,"Concorde Pictures"
1817898,"Trinity Pictures"
1818342,"Columbia Pictures Corporation [us]"
1818342,"Delphi Premier Productions"
1818342,"Polar Film"
1818562,"Hughes Entertainment [us] - (as A Hughes Entertainment Production)"
1818562,"Warner Bros. [us] - (presents) (as Warner Bros.)"
1819155,"Artisan Entertainment [us]"
1819155,"Blow Up Pictures"
1819155,"Flan de Coco Films [us]"
1819155,"Toga Productions"
1819411,"Jet Tone Production [hk]"
1819870,"Toho Company [jp]"
1820147,"Film Four International [gb]"
1820147,"Film Polski [pl]"
1820147,"Zed [pl]"
1820147,"Zespol Filmowy "Tor" [pl]"
1820288,"RKO Radio Pictures [us] - (as Radio Pictures) (presents)"
1820400,"Walt Disney Productions [us] - (presents) (as Walt Disney)"
1821008,Lantana
1821008,"Price Entertainment"
1821008,"Rank Organisation, The [gb]"
1821229,"Circus Pictures"
1821229,"Film Development Corporation"
1821599,"Mercury Productions [us] - (as A Mercury Production by Orson Welles)"
1821599,"RKO Radio Pictures [us] - (as An RKO Radio Picture)"
1821619,"Independent Pictures (II) [us]"
1821619,"Miramax Films [us]"
1821739,"Castle Rock Entertainment [us]"
1821739,"Columbia Pictures Corporation [us]"
1821769,"Charles Chaplin Productions [us]"
1821807,"Castle Rock Entertainment [us]"
1821807,"Columbia Pictures Corporation [us]"
1821807,"Face Productions [us]"
1821852,"Atlas Entertainment [us]"
1821852,"Monarchy Enterprises B.V."
1821852,"Regency Enterprises [us]"
1821852,"Taurus Film [de]"
1821852,"Warner Bros. [us]"
1821917,"Largo Entertainment [us]"
1822415,"MTM Enterprises [us]"
1822415,"Warner Bros. [us]"
1822607,"Orion Pictures Corporation [us]"
1822639,"ABC Motion Pictures"
1822675,"Troma Entertainment [us]"
1823008,"Fade In Films [us]"
1823008,"IMF Internationale Medien und Film GmbH & Co. Produktions KG [de]"
1823008,"Intermedia Films [gb]"
1823008,"Polygram Filmed Entertainment [us]"
1823008,"Scott Free Productions [gb]"
1823101,"Metro-Goldwyn-Mayer (MGM) [us]"
1823101,"Zanuck Company, The [us]"
1823223,"Mace Neufeld Productions [us]"
1823223,"Paramount Pictures [us]"
1823361,"Miramax Films [us]"
1823361,"View Askew Productions [us] - (presents)"
1823486,"Canal+ [fr] - (as Le Studio Canal +)"
1823486,"Carolco Pictures [us] - (as Carolco)"
1823486,"Cliffhanger Productions"
1823486,Pioneer
1823486,"RCS Video [it] - (in association with)"
1823740,"40 Acres & A Mule Filmworks [us]"
1823740,"Universal Pictures [us] - (presents)"
1823753,"Goldcrest Films International [gb]"
1823753,"John Flock Productions"
1823865,"Columbia Pictures Corporation [us] - (as a Columbia presentation)"
1823865,"EMI Films [us] - (in association with) (as EMI)"
1823865,"Julia Phillips and Michael Phillips Productions [us] - (as a Julia Phillips & Michael Phillips production)"
1824605,"Intrepid Entertainment [us]"
1824615,"Debra Hill Productions - (in association with)"
1824615,"Guber-Peters Company, The [us] - (producer) (as Guber-Peters)"
1824615,"Paramount Pictures [us] - (presents)"
1824615,"PolyGram Filmed Entertainment [gb] - (in association with) (as PolyGram Pictures)"
1824623,"Paramount Pictures [us]"
1824685,"Ciné Tamaris [fr]"
1824685,"Rome Paris Films [fr]"
1824923,"Alcor Films [us]"
1824923,"Aleor Films"
1824923,"Regency Enterprises [us]"
1824923,"Warner Bros. [us]"
1824929,"Ritz-Carlton Pictures"
1825343,"SLM Production Group [us] - (uncredited)"
1825343,"Twentieth Century Fox Film Corporation [us]"
1825343,"Zanuck/Brown Productions [us]"
1825348,"Twentieth Century Fox Film Corporation [us]"
1825348,"Zanuck/Brown Productions [us] - (for)"
1826286,"Motion Picture Corporation of America (MPCA) [us]"
1826286,"Polygram Filmed Entertainment [us]"
1826286,"Propaganda Films [us] - (as Propaganda Films Inc.)"
1826286,"Snowback Productions"
1826962,"Box Office Spectaculars [us]"
1827008,"Cinergi Pictures Entertainment [us]"
1827008,"Hollywood Pictures [us]"
1827432,"Metro-Goldwyn-Mayer (MGM) [us] - (presents)"
1827800,"Twentieth Century Fox Film Corporation [us]"
1828055,"Bavaria Atelier [de] - (co-production) (as Bavaria)"
1828055,"Bavaria Film [de] - (presents) (as Bavaria Film International)"
1828055,"Beta Film [de] - (presents)"
1828055,"Dor Film Produktionsgesellschaft [at] - (co-production) (as Dor)"
1828055,"Iduna Film Produktiongesellschaft [de] - (co-production) (as Iduna)"
1828055,"Parathon [de] - (co-production)"
1828055,"Senator Film Produktion [de] - (co-production) (as Senator)"
1828055,"Televersal [de] - (co-production)"
1828413,"Kaleidoscope Films [us]"
1828447,"Jayne Productions Inc. [us]"
1828447,"Jerome Hellman Productions [us] - (as Jerome Hellman Productions Inc.)"
1828716,"Northern Lights Entertainment [us]"
1828716,"Universal Pictures [us]"
1829152,"Harristown Funding [us]"
1829153,"Allied Vision [gb]"
1829153,"Pheasantry Films"
1829153,"The Picture Property Company"
1829283,"Arau Films Internacional"
1829283,Aviacsa
1829283,Cinevista
1829283,Fonatur
1829283,"Fondo de Fomento a la Calidad Cinematográfica [mx]"
1829283,"Gobierno del Estado de Coahuila [mx]"
1829283,"Instituto Mexicano de Cinematografía (IMCINE) [mx]"
1829283,"Secretaria de Turismo [mx]"
1829882,"Hiett Designs of Las Vegas [us]"
1829882,"Jerry Bruckheimer Films [us]"
1829882,"Kouf/Bigelow Productions [us]"
1829882,"Runway Pictures [us]"
1829882,"Touchstone Pictures [us] - (presents)"
1830096,"Dino De Laurentiis Company [us]"
1830096,"Universal Pictures [us] - (presents)"
1830116,"Hotwire Productions [us]"
1830116,"Outpost Studios [us]"
1830497,"Marianna Films [fi]"
1830497,"Oak Islands Films Inc."
1830497,"Overseas FilmGroup [us]"
1830497,"Yleisradio (YLE) [fi]"
1830497,"Zweites Deutsches Fernsehen (ZDF) [de]"
1830509,"October Films [us]"
1830509,"Pod Squad"
1830531,"Walt Disney Productions [us]"
1830564,"Paramount Pictures [us]"
1831084,"Kennedy/Marshall Company, The [us]"
1831084,"Paramount Pictures [us] - (presents)"
1831363,"APJAC Productions [us] - (produced by) (as APJAC Productions,Inc.)"
1831363,"Twentieth Century Fox Film Corporation [us] - (presents) (as Twentieth Century-Fox)"
1831593,"Donner/Shuler-Donner Productions [us] - (in association with)"
1831593,"Silver Pictures [us]"
1831593,"Warner Bros. [us] - (presents)"
1831790,"South Side Amusement Company"
1831790,"Warner Bros. [us] - (presents)"
1831904,"La Sept Cinéma [fr]"
1831904,"Les Films du Losange [fr]"
1831904,"Rhône-Alpes Cinéma [fr]"
1831904,"Sofadinko [fr]"
1832668,"Malpaso Company, The [us] - (as A Universal-Malpaso Company Picture)"
1832668,"Universal Pictures [us] - (presents) (as Universal) (as A Universal-Malpaso Company Picture also)"
1832720,"Elysian Dreams"
1832720,Kudzu
1832720,"Moonstone Entertainment [us]"
1832720,"Sandcastle 5 Productions [us]"
1832832,"Jalem Productions [us]"
1832852,"Walt Disney Pictures [us] - (presents)"
1832872,"Alive Films"
1832872,Capella
1832872,"Koppelmann/Bandier-Carnegie Pictures"
1832956,"Across the River Productions [us]"
1832956,"Miramax Films [us]"
1832956,"Woods Entertainment [us]"
1833143,"Channel Productions"
1833143,"TriStar Pictures [us]"
1833175,"New Regency Pictures [us]"
1833175,"Regency Enterprises [us] - (presents)"
1833995,"New Line Cinema [us]"
1834154,"La Zona [ar]"
1834266,"Australian Film Finance Corporation (AFFC) [au]"
1834266,"Meridian Films [us]"
1834266,"Miramax Films [us]"
1834266,"Smiley Productions [au]"
1834423,"Concordia Films [es]"
1834632,"Merchant Ivory Productions [us] - (presents)"
1835117,"Far West"
1835117,Panagea
1835117,"Touchstone Pictures [us]"
1835175,"Australian Film Finance Corporation (AFFC) [au]"
1835175,"Dalton Films"
1835296,"Films A2 [fr]"
1835296,"Les Films de la Tour [fr]"
1835296,"Little Bear [fr]"
1835442,"Fox 2000 Pictures [us]"
1835618,"Fox Searchlight Pictures [us]"
1836147,"Jerry Bruckheimer Films [us]"
1836147,"Touchstone Pictures [us]"
1836375,"Cradle Productions Inc. [us]"
1836375,Havoc
1836375,"Touchstone Pictures [us]"
1836516,"Alliance Communications Corporation [ca]"
1836516,"Movie Network, The (TMN) [ca]"
1836516,"Recorded Picture Company (RPC) [gb]"
1836516,"Téléfilm Canada [ca]"
1836984,"Columbia Pictures Corporation [us] - (presents)"
1836984,"Global Entertainment Productions GmbH & Company Medien KG [de]"
1836984,"Green Moon Productions [us]"
1837323,"Aardman Animations [gb]"
1837323,"Channel Four Films [gb]"
1837340,"Universal International Pictures (UI) [us]"
1837467,"Creepshow Films Inc. [us]"
1837467,"Laurel Entertainment Inc. [us]"
1837467,"Laurel-Show Inc. [us]"
1837467,"Warner Bros. [us]"
1837469,"Laurel Entertainment Inc. [us]"
1837469,"Laurel-Show Inc. [us]"
1837469,"New World Pictures [us]"
1837764,"G2 Films"
1837764,"Killer Films [us]"
1837962,"Jack Rollins & Charles H. Joffe Productions [us] - (as A Jack Rollins and Charles H. Joffe Production)"
1837991,"De Laurentiis Entertainment Group (DEG) [us] - (presents)"
1838092,"Rex Motion Picture Company [us]"
1838160,"Don Simpson/Jerry Bruckheimer Films [us]"
1838160,"Hollywood Pictures [us] - (presents)"
1838360,"ASQA Film Partnership"
1838360,"Live Entertainment [us]"
1838360,"Mediaworks [us]"
1838360,"Village Roadshow Pictures [us]"
1838411,"Bayerischer Rundfunk (BR) [de]"
1838411,"Canal+ [fr]"
1838411,"CiBy 2000 [fr]"
1838411,"Filmförderung Hamburg [de]"
1838411,"Filmstiftung Nordrhein-Westfalen [de]"
1838411,"France 2 Cinéma [fr]"
1838411,"Komuna [rs]"
1838411,"October Films [us]"
1838411,"Österreichischer Rundfunk (ORF) [at]"
1838411,"Pandora Filmproduktion [de]"
1838411,"Stefi S.A. [gr]"
1838481,"Rimfire Films [au] - (presents)"
1838568,CNCAIMC
1838568,"Fondo de Fomento a la Calidad Cinematográfica [mx]"
1838568,"Grupo Del Toro"
1838568,"Guillermo Springall [mx]"
1838568,"Iguana Producciones [mx]"
1838568,"Instituto Mexicano de Cinematografía (IMCINE) [mx]"
1838568,"Servicos Filmicos ANC"
1838568,"Universidad de Guadalajara [mx]"
1838568,"Ventana Films - (as Venta)"
1838619,"40 Acres & A Mule Filmworks [us]"
1838619,"Child Hood Productions - (as Child Hood)"
1838619,"Universal Pictures [us] - (presents)"
1838773,"EMI Films [gb] - (as Anglo-EMI)"
1838773,"Incorporated Television Company (ITC) [gb] - (uncredited)"
1838773,"Radiant Film GmbH [de] - (uncredited)"
1838773,"Rapid Film [de]"
1838773,"Terra-Filmkunst [de]"
1838850,"RKO Radio Pictures [us]"
1839137,"Arte [fr]"
1839137,"Channel Four Films [gb]"
1839137,"La Sept-Arte [fr]"
1839137,"Little Bird [ie]"
1839137,"Tatfilm [de]"
1839137,"Westdeutscher Rundfunk (WDR) [de]"
1839311,"Columbia Pictures Corporation [us]"
1839311,"Cruel Productions LLC [us]"
1839311,"Newmarket Capital Group [us]"
1839311,"Original Film [us]"
1839442,"Superior Pictures"
1839754,"Alpine Pty Limited"
1839754,"Distant Horizons [gb]"
1839754,"Miramax Films [us]"
1839754,"Videovision Entertainment [za]"
1840524,"Cube Libre"
1840524,"Feature Film Project, The [us]"
1840524,"Harold Greenberg Fund, The [ca]"
1840524,"Odeon Films [ca]"
1840524,"Ontario Film Development Corporation [ca]"
1840524,"Téléfilm Canada [ca]"
1840524,"Viacom Canada"
1840882,"Sunn Classic Pictures [us]"
1840882,"TAFT Entertainment Pictures"
1841896,"A Band Apart [us]"
1841896,"Tinderbox Films"
1842301,"Alliance Independent Films [ca]"
1842301,"Cineplex Odeon Films [ca]"
1842301,"Rabid Dog Films"
1842580,"Gurian Entertainment [us]"
1842584,"Beckner/Gorman Productions"
1842584,"Canal+ [fr]"
1842584,"Carolco Pictures [us]"
1842584,"Cutthroat Productions"
1842584,Forge
1842584,Guild
1842584,"Laurence Mark Productions [us]"
1842584,"Metro-Goldwyn-Mayer (MGM) [us]"
1842584,"RCS Video [it]"
1842584,"Tele-Communications Inc."
1843039,"Caméra One [fr]"
1843039,"Centre National de la Cinématographie (CNC) [fr]"
1843039,"DD Productions [fr]"
1843039,"Films A2 [fr]"
1843039,"Hachette Première [fr]"
1843039,"Investors Club"
1843039,"Sofinergie 1 [fr]"
1843039,"Union Générale Cinématographique (UGC) [fr]"
1843756,"Avnet/Kerner Productions - (as An Avnet/Kerner Production)"
1843756,"Walt Disney Pictures [us] - (presents)"
1843757,"Avnet/Kerner Productions"
1843757,"Walt Disney Pictures [us]"
1844312,"Century Communications"
1844312,"China Film Co-Production Corporation [cn]"
1844312,"ERA International [hk]"
1844312,"Salon Films"
1844854,"Fox Film Corporation [us]"
1844997,"Big Ol' Productions"
1845075,"Dérives Productions [be]"
1845075,"Favourite Films"
1845075,"Shooting Star Filmcompany BV [nl]"
1846390,"Mace Neufeld Productions [us]"
1846390,"Twentieth Century Fox Film Corporation [us]"
1846990,"Ballroom Dancer"
1846990,"Mandalay Entertainment [us] - (presents)"
1847035,"Four Oaks Foundation"
1847048,"Angel Films [dk] - (in collaboration with)"
1847048,"arte France Cinéma [fr] - (co-production)"
1847048,"Arte [fr] - (co-production)"
1847048,"Blind Spot Pictures Oy [fi] - (co-production)"
1847048,"Canal+ [fr] - (in collaboration with)"
1847048,"Cinematograph A/S [no] - (co-production)"
1847048,"Constantin Film Produktion [de] - (in collaboration with) (as Constantin Film)"
1847048,"Danmarks Radio (DR) [dk] - (as Danish Broadcasting Corporation) (co-production)"
1847048,"Film i Väst [se] - (presented by)"
1847048,"Filmek A/S [no] - (in collaboration with)"
1847048,"FilmFour [gb] - (in collaboration with)"
1847048,"Fine Line Features [us] - (in collaboration with)"
1847048,"France 3 Cinéma [fr] - (co-production)"
1847048,"Icelandic Film [is] - (as Icelandic Film Corporation)"
1847048,"Lantia Cinema & Audiovisivi [it] - (in collaboration with)"
1847048,"Liberator Productions [fr] - (presented by)"
1847048,"Memfis Film [se]"
1847048,"Pain Unlimited GmbH Filmproduktion [de] - (co-production)"
1847048,"SVT Drama [se] - (co-production)"
1847048,"Trust Film Svenska [se] - (presented by)"
1847048,"TV 1000 [se] - (in collaboration with)"
1847048,"Vrijzinnig Protestantse Radio Omroep (VPRO) [nl] - (in collaboration with)"
1847048,"Westdeutscher Rundfunk (WDR) [de] - (in collaboration with)"
1847048,"What Else? B.V. [nl] - (co-production)"
1847048,"Yleisradio (YLE) [fi] - (in collaboration with)"
1847048,"Zentropa Entertainments [dk] - (presented by)"
1847051,"Caribou Pictures"
1847051,"Chase Productions"
1847051,"HSX Films"
1847080,"Majestic Films International [gb]"
1847080,"Tig Productions [us] - (presents)"
1847235,"Bórd Scannán na hÉireann [ie]"
1847235,"Capitol Films [gb]"
1847235,"Channel Four Films [gb]"
1847235,"Ferndale Films [ie]"
1847235,"Irish Film Board [ie] - (funding)"
1847235,"Radio Telefís Éireann (RTÉ) [ie] - (as Radio Teléfis Éireann)"
1847235,"Sony Pictures Classics [us]"
1847595,"Arnon Milchan Productions [us]"
1847595,"Bedford Falls Productions [us]"
1847595,"Regency Enterprises [us] - (presents)"
1847692,"Cecchi Gori Europa N.V."
1847692,"Eye Productions"
1847692,"Maverick Picture Company [us]"
1847692,Pentamerica
1847699,"Investec Merchant Bank"
1847699,"Jacaranda Films"
1847699,"New Line Cinema [us]"
1847722,"Lorimar Film Entertainment [us]"
1847722,"NFH Productions"
1847722,"Warner Bros. [us]"
1847739,"Don Simpson/Jerry Bruckheimer Films [us]"
1847739,"Hollywood Pictures [us]"
1847739,"Via Rosa Productions [us]"
1848628,"Pacific Western [us]"
1848628,"Universal Pictures [us] - (presents)"
1848859,"Walt Disney Productions [us] - (as A Walt Disney Production)"
1849147,"Mystery Clock Cinema [us]"
1849147,"New Line Cinema [us]"
1849156,"Republic Pictures (I) [us] - (presents) (as A Republic Production also)"
1850182,"Bavaria Film [de]"
1850182,"Radiant Film GmbH [de]"
1850182,"Süddeutscher Rundfunk (SDR) [de]"
1850182,"Twin Bros. Productions [de] - (Director's cut)"
1850182,"Westdeutscher Rundfunk (WDR) [de]"
1851750,"Constantin Film Produktion [de]"
1851871,"Bioskop Film [de]"
1851871,"Canal+ [fr]"
1851871,"Centre National de la Cinématographie (CNC) [fr]"
1851871,"Les Productions JMH [ch]"
1851871,"Odessa Films [fr]"
1851871,"Studio Babelsberg [de]"
1851871,"Westdeutscher Rundfunk (WDR) [de]"
1852854,"De Laurentiis Entertainment Group (DEG) [us] - (presents)"
1852854,"De Laurentiis Film Partners [us] - (as De Laurentiis Film Partners L.P.) (in association with)"
1852976,"Film Venturers"
1853052,"American Playhouse [us]"
1853052,"Geechee Girls"
1853052,"WMG Film [de]"
1853104,"Donner/Shuler-Donner Productions [us] - (as Donner/Shuler-Donner)"
1853104,"Northern Lights Entertainment [us]"
1853104,"Warner Bros. [us] - (presents) (as Warner Bros.)"
1853531,"Walt Disney Productions [us]"
1854045,"Davis Entertainment [us]"
1854045,"Universal Pictures [us]"
1854142,"Paramount Pictures [us]"
1854166,"Don Simpson/Jerry Bruckheimer Films [us]"
1854166,"Paramount Pictures [us]"
1854233,"Alphaville Films [us] - (as Alphaville)"
1854233,"Detour Filmproduction [us]"
1854233,"Gramercy Pictures (I) [us] - (presents)"
1854918,"Aura Film [it]"
1854918,"Mojame S.A."
1854918,"Oscar Kramer S.A. [ar]"
1856252,"Mirage [us]"
1856252,"Paramount Pictures [us] - (presents)"
1856325,"Kennedy Miller Productions [au]"
1856595,"12 Gauge Productions [us]"
1856595,"JVC Entertainment Networks [jp]"
1856595,"Newmarket Capital Group [us]"
1856595,"Pandora Filmproduktion [de]"
1856608,Havoc
1856608,"Polygram Filmed Entertainment [us]"
1856608,"Working Title Films [gb]"
1856613,"MTV Productions [us] - (in association with)"
1856613,"Pacific Western [us] - (production)"
1856613,"Paramount Pictures [us] - (presents)"
1856672,"Aspen Film Society"
1856672,"Universal Pictures [us]"
1856727,"Silver Screen Partners IV [us] - (in association with)"
1856727,"Touchstone Pictures [us] - (presents)"
1856731,"Caravan Pictures [us]"
1856731,"Hollywood Pictures [us]"
1856731,"Underworld Entertainment"
1856763,"Mantle Clinic II"
1856763,"Morgan Creek Productions [us] - (produced in association with) (as Morgan Creek Productions, Inc.)"
1856763,"Téléfilm Canada [ca] - (produced with the participation of) (as Telefilm Canada)"
1856939,"Brainiac Films"
1856939,"Vista Street Entertainment [us]"
1857326,Layton
1857326,"Pan Arts [us]"
1857326,"Warner Bros. [us] - (presents)"
1857496,"Overseas FilmGroup [us]"
1857496,"Scary Stuff - (as Scary Stuff Productions)"
1857769,"Rysher Entertainment [us]"
1857796,"Bang Productions [us]"
1857796,"North Carolina Film Foundation [us]"
1858038,"Universal Pictures [us]"
1858357,"Dino De Laurentiis Company [us]"
1858357,"Paramount Pictures [us]"
1858361,"Cannon Group [us] - (presents) (as The Cannon Group, Inc.)"
1858361,"Golan-Globus Productions [il] - (as a Golan-Globus Production)"
1858362,"Cannon Group [us]"
1858363,"Cannon Films [us]"
1858363,"City Films"
1858363,"Golan-Globus Productions [us]"
1858363,"Landers-Roberts Productions"
1858364,"21st Century Film Corporation [us] - (presents)"
1858364,"Death Wish 5 Productions [us]"
1858396,"Canal+ [fr] - (with the participation of)"
1858396,"Capitol Films [gb]"
1858396,"Channel Four Films [gb] - (in association with)"
1858396,"Fine Line Features [us]"
1858396,"Flach Film [fr] - (in association with)"
1858396,"Les Films de l'Astre [fr] - (co-production)"
1858396,"TF1 Films Production [fr]"
1858463,"Australian Film Finance Corporation (AFFC) [au]"
1858463,"Film Victoria [au]"
1858463,"Meridian Films [us]"
1859092,"MDP Worldwide [us]"
1859351,"Jean Doumanian Productions [us] - (as A Jean Doumanian Production)"
1859351,"Sweetland Films"
1859542,"Groucho III Film Partnership"
1859542,"Riche-Ludwig Productions"
1859542,"Village Roadshow Pictures [us] - (in association with)"
1859542,"Warner Bros. [us] - (presents)"
1859617,"DreamWorks SKG [us] - (as DreamWorks Pictures) (presents)"
1859617,"Manhattan Project [us]"
1859617,"Paramount Pictures [us] - (presents)"
1859617,"Zanuck/Brown Productions [us] - (as Zanuck/Brown)"
1859753,"Calimari Productions [ca]"
1859753,"Cinergi Pictures Entertainment [us]"
1859753,"Hollywood Pictures [us] - (presents)"
1860181,"Geffen Pictures [us]"
1860327,"Boom Pictures Inc."
1860806,Constellation
1860806,"Fondation GAN pour le Cinéma [fr] - (with the support of)"
1860806,"Hachette Première [fr]"
1860806,"Investimage 2 [fr]"
1860806,"Investimage 3 [fr]"
1860806,"Sofinergie 2 [fr]"
1860806,"Sofinergie Films - (in association with) (as Sofienergie)"
1860806,"Union Générale Cinématographique (UGC) [fr] - (as U.G.C.)"
1860806,"Victoires Productions [fr]"
1861004,"Elmer Enterprises [us] - (in association with)"
1861004,"Warner Bros. [us]"
1861112,"Audifilm [it]"
1861112,"Bibo Productions - (in collaboration with)"
1861112,"Canal+ [fr] - (co-production)"
1861112,"Fonds Eurimages du Conseil de l'Europe [fr] - (support)"
1861112,"K.G. Productions [fr] - (co-production)"
1861112,"Silvio Berlusconi Communications [it] - (in collaboration with)"
1861112,"Urania Film [it]"
1861202,"Alliance Communications Corporation [ca]"
1861202,"Evzen Kolar Productions"
1861202,"New Line Cinema [us]"
1861514,"Silver Pictures [us]"
1861514,"Warner Bros. [us] - (presents)"
1862412,"Dark Matter Productions [us] - (associate)"
1862412,"Davis Entertainment [us]"
1862412,"Skyline Entertainment Partners [us]"
1864055,"Argos Films [fr]"
1864055,"Road Movies Filmproduktion [de]"
1864055,"Westdeutscher Rundfunk (WDR) [de]"
1864846,"Cristaldifilm [it] - (co-production)"
1864846,"France 3 Cinéma [fr] - (uncredited)"
1864846,"Les Films Ariane [fr] - (co-production)"
1864846,"Neue Constantin Film [de] - (co-production)"
1864846,"Radiotelevisione Italiana [it] - (uncredited)"
1864846,"Zweites Deutsches Fernsehen (ZDF) [de] - (in association with)"
1866000,"Canal+ [fr]"
1866000,"France 2 Cinéma [fr]"
1866000,"Héritage Films"
1866000,"Recorded Picture Company (RPC) [gb]"
1866000,"Renn Productions [fr]"
1866000,"Studio Babelsberg [de]"
1866000,"Universum Film (UFA) [de]"
1866000,"Westdeutscher Rundfunk (WDR) [de]"
1866391,"Neue Constantin Film [de]"
1866391,"Olga Film GmbH [de]"
1866391,"Westdeutscher Rundfunk (WDR) [de]"
1866400,"Universum Film (UFA) [de]"
1867752,"Tsentrnauchfilm [suhh]"
1868310,"Carson Productions - (as Carson Productions Group)"
1868310,"Columbia Pictures Corporation [us]"
1868310,"Delphi IV Productions [us]"
1868310,"Sundance Institute, The [us]"
1868312,"HSX Films - (uncredited)"
1868312,"Ignite Entertainment [us]"
1868452,"Achilles Films"
1868890,"Columbia Pictures Corporation [us] - (presents) (as Columbia Pictures)"
