movieid,country
2032626,USA
2032743,USA
2032839,USA
2032879,Ireland
2032879,UK
2032879,USA
2033355,Germany
2033854,USA
2034091,USA
2034166,USA
2034409,UK
2034464,USA
2034473,USA
2034705,France
2035079,Italy
2035238,USA
2035535,USA
2036706,Switzerland
2037379,Norway
2037451,USA
2037640,USA
2037667,Germany
2037667,Japan
2037667,UK
2038091,USA
2038757,USA
2038910,Canada
2038910,UK
2039701,USA
2039774,USA
2040205,Italy
2040689,USA
2040763,Canada
2040763,Israel
2040763,USA
2040764,Canada
2040764,Israel
2040765,Canada
2041945,Germany
2041945,Japan
2041945,UK
2041945,USA
2042409,USA
2042414,USA
2042417,USA
2042450,USA
2042462,USA
2042524,USA
2042532,USA
2042748,USA
2043167,USA
2043588,USA
2043628,USA
2044667,France
2044667,Germany
2044667,Switzerland
2044913,France
2044913,USA
2044952,France
2045231,France
2045231,UK
2045245,USA
2045328,USA
2045876,USA
2046051,USA
2046161,USA
2046389,USA
2046586,USA
2046667,USA
2046902,France
2046902,Hungary
2046902,USA
2047096,UK
2047331,UK
2047331,USA
2047593,USA
2047641,France
2047641,Italy
2047641,UK
2047641,USA
2048384,USA
2048413,USA
2048611,USA
2048619,USA
2048622,USA
2048624,USA
2049321,Austria
2049321,France
2049321,Italy
2049321,Switzerland
2049438,France
2049814,France
2049814,USA
2049822,USA
2050120,USA
2050380,USA
2050532,USA
2050561,USA
2051069,Canada
2051069,USA
2052306,USA
2052559,China
2052559,France
2052559,Japan
2052620,USA
2053107,France
2053384,USA
2053502,USA
2053508,USA
2054459,Canada
2054459,USA
2054549,Chile
2054549,Mexico
2054579,USA
2054984,France
2054984,Switzerland
2056719,UK
2056752,USA
2056849,Japan
2056849,USA
2056919,USA
2057285,"Hong Kong"
2057507,France
2057709,USA
2057859,USA
2057973,USA
2058247,France
2058247,USA
2058289,USA
2058442,USA
2058644,USA
2058680,USA
2058733,USA
2058950,USA
2059661,UK
2061440,Japan
2061440,USA
2062622,USA
2062958,Germany
2062958,India
2062958,Japan
2062958,UK
2062958,USA
2064107,France
2064107,USA
2064709,Belgium
2064709,Netherlands
2065922,Austria
2065922,Germany
2065922,Sweden
2066931,Kazakhstan
2066931,Russia
2067104,USA
2067595,UK
2067764,USA
2068023,Germany
2068316,USA
2068316,Yugoslavia
2069192,USA
2069265,USA
2069717,Iran
2070201,USA
2070230,USA
2070468,USA
2070548,USA
2070614,Canada
2070614,USA
2070622,USA
2070627,Canada
2070627,USA
2070880,France
2070880,Spain
2071313,Canada
2071313,USA
2071566,USA
2071578,USA
2071800,France
2071800,USA
2071915,USA
2072443,USA
2072508,USA
2072510,USA
2072519,USA
2072728,Italy
2072728,UK
2072728,USA
2072804,USA
2073054,USA
2073156,Japan
2073156,USA
2073938,USA
2074015,USA
2074067,USA
2074106,Canada
2074187,USA
2074632,Norway
2074632,Sweden
2075122,USA
2075324,USA
2075452,Aruba
2075452,"Hong Kong"
2075452,USA
2075554,USA
2076744,"Czech Republic"
2076744,France
2076744,UK
2077306,Japan
2078652,USA
2078857,USA
2079361,USA
2079616,USA
2080444,USA
2080719,USA
2081397,UK
2082589,Denmark
2082589,Sweden
2082758,Japan
2084764,France
2084764,Hungary
2084764,"West Germany"
2085383,France
2085434,France
2085434,Portugal
2086876,France
2087502,Italy
2087693,Belgium
2087693,France
2087693,Luxembourg
2088076,USA
2088141,USA
2088412,USA
2091188,France
2091188,Italy
2091255,France
2091255,Germany
2091255,Spain
2091405,France
2092032,France
2092032,Germany
2092629,France
2092629,Norway
2092629,Poland
2093179,France
2093179,Germany
2093179,Italy
2093179,Spain
2093616,France
2093617,France
2093759,France
2093759,Spain
2094426,France
2094426,Italy
2094455,France
2094683,Canada
2094683,France
2094683,USA
2094747,France
2094854,Argentina
2095261,France
2095261,Italy
2095288,Italy
2095320,Spain
2096283,Italy
2096794,France
2096794,Mexico
2096850,France
2097603,Spain
2097722,France
2098630,Czechoslovakia
2098630,France
2099040,Belgium
2099040,France
2099040,Luxembourg
2099040,Tunisia
2099471,France
2099471,Germany
2099471,Italy
2100174,Italy
2100901,France
2100911,France
2102238,Belgium
2102238,France
2102238,Zaire
2102302,France
2102312,Belgium
2102344,France
2102540,Italy
2103144,UK
2103144,USA
2103526,Italy
2103866,USA
2103908,USA
2103955,UK
2103975,USA
2104410,USA
2104759,France
2104759,Italy
2104759,Switzerland
2105754,USA
2106723,Mexico
2106899,USA
2106940,USA
2107118,USA
2107343,USA
2107404,UK
2107497,USA
2107634,USA
2107847,"Hong Kong"
2107892,USA
2108364,USA
2108654,USA
2109065,UK
2109077,USA
2109093,UK
2109093,USA
2110112,France
2110128,France
2110973,France
2111069,Canada
2111069,France
2111069,UK
2111847,France
2111960,France
2112240,France
2112346,France
2112346,Italy
2112346,USA
2112512,Belgium
2112512,France
2112512,UK
2112515,France
2113512,France
2113512,Italy
2113531,Belgium
2113531,France
2113531,Italy
2113595,France
2113595,Italy
2114355,France
2114355,Italy
2114355,"West Germany"
2114635,France
2115171,France
2115628,France
2115628,Italy
2115628,Portugal
2116072,Austria
2116072,Canada
2116072,Italy
2116072,UK
2116072,USA
2116658,USA
2116708,USA
2116736,USA
2116855,USA
2117546,USA
2117637,UK
2117637,USA
2117874,USA
2119117,Canada
2119264,Germany
2119264,UK
2119264,USA
2119409,France
2119425,France
2120136,Belgium
2120136,France
2120136,Switzerland
2120569,France
2121501,France
2121501,Hungary
2121501,Switzerland
2121501,UK
2121501,"West Germany"
2121565,France
2121785,France
2121785,Italy
2121889,France
2121889,"West Germany"
2122177,France
2122231,France
2122271,France
2122764,France
2122788,France
2123712,Canada
2124042,USA
2124260,USA
2124355,USA
2124357,USA
2124358,USA
2124359,USA
2125443,USA
2125639,USA
2125784,UK
2125784,USA
2126243,Germany
2126595,USA
2126772,USA
2127239,UK
2127402,USA
2127563,USA
2127575,UK
2127575,USA
2127843,USA
2127886,Australia
2127926,USA
2128046,Australia
2128046,USA
2128569,Australia
2128890,USA
2128957,USA
2130340,USA
2130342,USA
2130419,USA
2130468,France
2130468,Italy
2130468,Liechtenstein
2130468,UK
2130504,USA
2130832,USA
2130889,Canada
2131017,Japan
2131017,USA
2131031,USA
2131225,USA
2131334,UK
2131430,Canada
2131430,USA
2131675,USA
2131729,UK
2132235,USA
2132367,USA
2133245,"New Zealand"
2133245,UK
2133276,USA
2133416,UK
2133500,UK
2133798,USA
2134027,Germany
2134055,UK
2134055,USA
2134058,France
2134058,USA
2134388,USA
2134453,USA
2134924,"Hong Kong"
2134924,Yugoslavia
2135675,USA
2136104,USA
2136125,UK
2136535,France
2136535,Spain
2137901,USA
2137905,USA
2137970,USA
2138073,India
2138292,France
2138292,USA
2138299,USA
2138727,USA
2139026,USA
2139396,USA
2139407,Canada
2139438,USA
2139545,USA
2139928,USA
2140029,USA
2140049,France
2140049,Japan
2140049,UK
2140074,USA
2140461,Australia
2140530,USA
2140712,Argentina
2140712,USA
2140806,France
2140806,USA
2140811,Canada
2140811,UK
2140922,Australia
2140999,USA
2141139,USA
2141230,USA
2141393,USA
2141461,France
2141461,UK
2141461,USA
2141703,France
2141961,USA
2142487,USA
2142714,France
2143749,USA
2144390,USA
2144547,Denmark
2144547,Sweden
2145409,France
2145603,Germany
2145699,USA
2145942,USA
2146691,USA
2146907,France
2146945,Belgium
2146945,France
2146945,UK
2147404,USA
2147519,Italy
2147811,USA
2147941,Ireland
2147941,UK
2147962,USA
2147992,USA
2148026,USA
2148037,Australia
2148039,Australia
2148040,Australia
2148165,UK
2148281,France
2148281,Germany
2148281,UK
2148400,UK
2148608,France
2148608,USA
2148848,France
2148848,USA
2149158,USA
2150211,USA
2150224,USA
2151493,USA
2151499,USA
2151740,USA
2153014,Japan
2153014,USA
2153110,USA
2153283,Canada
2153283,USA
2153421,India
2153457,USA
2153998,Italy
2154565,USA
2154596,USA
2154607,USA
2154630,USA
2154663,Germany
2154663,Japan
2154663,UK
2154663,USA
2155643,USA
2155689,USA
2156231,USA
2156364,France
2156364,Italy
2156364,Switzerland
2156478,UK
2157118,USA
2157273,Italy
2157724,Canada
2157724,UK
2158286,France
2159085,USA
2159258,USA
2159513,USA
2159587,USA
2160048,USA
2160308,USA
2160428,UK
2160428,USA
2160436,USA
2160769,USA
2161122,USA
2161144,USA
2161615,Germany
2161615,Russia
2162013,USA
2162109,USA
2162762,UK
2162869,USA
2162994,USA
2163340,USA
2163370,USA
2163581,USA
2164115,USA
2164174,USA
2164328,France
2164624,USA
2164939,Canada
2164942,USA
2164943,Canada
2164944,USA
2165318,USA
2165411,Italy
2165624,USA
2165627,USA
2165666,USA
2165721,USA
2165765,USA
2165832,USA
2166642,Finland
2166642,Germany
2166642,UK
2166642,USA
2167372,USA
2167489,USA
2168103,USA
2168109,USA
2168207,USA
2168282,Canada
2168361,USA
2168402,USA
2168965,Austria
2168965,Hungary
2168965,"West Germany"
2169199,USA
2169865,USA
2169876,UK
2169876,USA
2170415,USA
2170555,USA
2170610,France
2170610,Spain
2170610,UK
2170625,Germany
2170643,USA
2171511,UK
2171511,USA
2171589,France
2171589,Germany
2171589,Greece
2171589,Italy
2171762,USA
2171907,USA
2171943,Ireland
2171943,UK
2171943,USA
2172334,UK
2172334,USA
2172541,France
2172541,Italy
2172541,Switzerland
2172808,USA
2172829,UK
2172829,USA
2172947,USA
2173027,USA
2173296,Denmark
2173296,Sweden
2173331,USA
2173343,USA
2173344,USA
2173361,Japan
2173361,USA
2173730,USA
2174014,USA
2174318,USA
2174392,Italy
2174453,USA
2174775,USA
2174948,Belgium
2174948,France
2174948,Netherlands
2175680,USA
2176083,USA
2176086,USA
2176174,USA
2176789,USA
2177244,UK
2177244,USA
2177836,USA
2177839,USA
2177959,USA
2177983,USA
2177992,Germany
2177992,USA
2178276,USA
2178807,Sweden
2179017,USA
2179406,USA
2179939,USA
2180060,USA
2180670,USA
2180698,USA
2181096,USA
2181493,UK
2181690,France
2181898,USA
2181907,USA
2182213,USA
2182361,Japan
2182564,USA
2183016,USA
2183254,UK
2183622,USA
2183643,UK
2183643,USA
2183675,France
2183675,UK
2183726,USA
2184999,USA
2185015,USA
2185038,USA
2185582,USA
2185767,USA
2186706,USA
2187505,USA
2187739,UK
2187739,USA
2187886,USA
2187957,USA
2187965,USA
2188028,USA
2188074,USA
2188117,Canada
2188295,USA
2188332,USA
2188440,USA
2188458,USA
2188547,Ireland
2188547,UK
2188547,USA
2188553,Netherlands
2188553,UK
2188553,USA
2188633,USA
2188696,USA
2188708,Canada
2188708,USA
2188768,USA
2188978,UK
2188978,USA
2189533,Spain
2189721,USA
2189833,USA
2189969,USA
2190062,USA
2190354,USA
2190371,USA
2190603,USA
2190734,France
2190734,USA
2190795,UK
2190803,USA
2190900,Australia
2190900,France
2190982,USA
2191385,USA
2191428,USA
2191929,Germany
2191929,Russia
2191929,UK
2191997,USA
2192642,USA
2192654,USA
2192733,UK
2192747,USA
2192782,USA
2192913,USA
2192973,USA
2193169,USA
2193264,USA
2193276,USA
2193388,USA
2193407,USA
2193422,USA
2193721,USA
2194143,Ireland
2194143,UK
2194153,USA
2194168,UK
2194168,USA
2194362,USA
2194363,USA
2194471,Austria
2194471,Germany
2194471,Ireland
2194471,UK
2194580,France
2194580,Germany
2194580,Italy
2194580,Spain
2194580,UK
2194791,USA
2195009,USA
2195233,France
2195233,UK
2195417,USA
2196039,USA
2196060,USA
2196068,Japan
2196068,USA
2196132,Canada
2196132,USA
2196454,Spain
2196886,France
2196886,Italy
2197021,Belgium
2197021,France
2197407,Germany
2199194,USA
2199218,USA
2199868,UK
2199969,USA
2200121,USA
2201125,USA
2201311,Japan
2201727,USA
2202537,USA
2202732,USA
2202880,USA
2204067,USA
2204532,USA
2205117,"West Germany"
2205227,USA
2205327,France
2205327,Germany
2205327,Italy
2206238,France
2206238,Spain
2206242,USA
2206516,USA
2206541,USA
2206656,USA
2206740,Canada
2206740,Germany
2206740,USA
2207203,USA
2207291,USA
2207384,USA
2207638,Argentina
2207954,USA
2208048,USA
2208084,USA
2208430,USA
2208474,Canada
2208474,USA
2208962,USA
2209075,Germany
2209075,USA
2209608,USA
2209821,USA
2209901,USA
2210137,USA
2210139,USA
2210196,USA
2210254,France
2210254,Germany
2210254,Japan
2210254,UK
2210254,USA
2210356,USA
2210519,USA
2210617,USA
2210872,France
2210872,Italy
2211077,France
2211077,UK
2211223,USA
2211282,USA
2211336,USA
2211395,UK
2211751,USA
2212209,USA
2212660,USA
2212954,USA
2213122,USA
2213622,USA
2213866,USA
2214546,USA
2216031,USA
2216145,USA
2216176,USA
2216295,France
2216295,Italy
2216295,Norway
2216295,UK
2216316,USA
2216640,Italy
2216642,Germany
2217530,USA
2217636,Ireland
2217636,UK
2217693,USA
2217717,Canada
2217718,USA
2217782,USA
2217888,UK
2217888,USA
2218486,USA
2218524,France
2218524,USA
2219070,"Dominican Republic"
2219442,UK
2219779,Germany
2219779,USA
2219992,USA
2220554,France
2221102,France
2221102,Portugal
2222143,Brazil
2222143,USA
2224890,USA
2225574,USA
2225605,Argentina
2225605,USA
2225624,USA
2226062,USA
2226103,USA
2227800,France
2227800,Russia
2228369,USA
2228704,USA
2228754,UK
2229516,USA
2229633,UK
2229633,USA
2229656,UK
2229787,USA
2230251,USA
2230732,USA
2230871,USA
2230917,USA
2231247,Italy
2231247,USA
2231307,USA
2231336,"New Zealand"
2231697,USA
2231855,USA
2231882,USA
2231896,USA
2231909,USA
2232226,USA
2232255,Canada
2232255,USA
2232299,Mexico
2232299,Spain
2232299,USA
2232552,USA
2232980,USA
2233001,Brazil
2233001,USA
2233552,UK
2233552,USA
2233759,USA
2233885,Italy
2233885,USA
2234951,Argentina
2234951,Spain
2234951,Switzerland
2234951,UK
2234951,USA
2235378,USA
2235600,Italy
2236433,USA
2236640,Japan
2236640,USA
2236888,USA
2237013,France
2237013,Italy
2237013,Netherlands
2237013,Russia
2237013,UK
2237801,Australia
2237801,UK
2237801,USA
2238427,Italy
2238427,Netherlands
2238427,USA
2238465,Germany
2238483,UK
2238483,USA
2238595,UK
2238595,USA
2239654,USA
2239941,USA
2240178,USA
2240406,USA
2240516,USA
2240566,USA
2240849,USA
2240934,USA
2240936,USA
2241542,USA
2241805,USA
2242954,USA
2243968,USA
2244080,USA
2244271,USA
2244488,Germany
2244488,USA
2244550,Canada
2245091,UK
2245138,Italy
2246004,Italy
2246169,China
2246169,"Hong Kong"
2246675,France
2246675,USA
2247345,USA
2247366,Australia
2247366,USA
2247594,USA
2247913,USA
2248232,USA
2248438,USA
2248473,UK
2248574,Canada
2248580,France
2248580,UK
2248580,USA
2248580,"West Germany"
2249442,USA
2250014,Italy
2250495,USA
2250593,USA
2250599,USA
2251093,USA
2251197,India
2251241,USA
2251547,USA
2251761,USA
2251833,Germany
2252075,USA
2252158,Italy
2252485,USA
2252917,Germany
2253153,USA
2253332,USA
2253441,UK
2253567,USA
2254216,USA
2254219,USA
2254327,USA
2255035,Italy
2255035,Spain
2255035,"West Germany"
2255064,Italy
2255064,Spain
2255064,"West Germany"
2255408,Japan
2256004,USA
2256605,France
2256605,UK
2256605,USA
2257031,USA
2257033,USA
2257129,USA
2257265,USA
2257381,UK
2257901,USA
2257904,USA
2257905,USA
2257906,USA
2258068,Japan
2258068,USA
2258079,USA
2258163,USA
2258248,USA
2258328,USA
2258588,USA
2258957,Australia
2258957,Bhutan
2258958,USA
2259483,USA
2259508,Australia
2259556,Japan
2259556,USA
2259586,USA
2259786,USA
2261350,USA
2261353,UK
2261598,USA
2261929,USA
2262428,USA
2262464,USA
2262957,USA
2263106,USA
2263331,USA
2263670,UK
2263670,USA
2263826,USA
2264538,USA
2264592,UK
2264592,USA
2264815,USA
2265148,France
2265148,Italy
2265188,UK
2265188,USA
2265452,UK
2265563,USA
2265771,USA
2266198,USA
2266555,USA
2266574,USA
2266575,USA
2266691,Japan
2266691,USA
2266891,Japan
2266891,USA
2267111,USA
2267114,USA
2267116,USA
2267118,USA
2267120,USA
2267121,USA
2267434,USA
2267673,USA
2267777,USA
2267780,USA
2267781,USA
2268063,France
2268776,USA
2269366,USA
2269410,Canada
2269410,USA
2269426,Canada
2269426,USA
2269444,Canada
2269444,USA
2270182,France
2270182,UK
2270749,France
2270749,"West Germany"
2271178,USA
2271822,USA
2271870,USA
2272308,Australia
2272308,USA
2272532,Canada
2272532,USA
2273044,USA
2273048,USA
2273174,USA
2273896,Slovenia
2273896,USA
2274575,USA
2274590,USA
2274790,USA
2274852,UK
2274949,UK
2275139,USA
2275181,France
2275181,Germany
2275181,Japan
2275181,UK
2275181,USA
2275543,Germany
2275543,Ireland
2275543,UK
2275635,USA
2275709,UK
2275709,USA
2276353,USA
2276841,USA
2276914,USA
2277269,France
2277269,Ukraine
2277334,USA
2277505,USA
2277506,USA
2278340,USA
2278576,Canada
2278585,Canada
2279852,USA
2280097,USA
2280098,USA
2280101,Australia
2280101,USA
2280125,USA
2280126,USA
2280376,USA
2280997,USA
2281105,Canada
2281105,USA
2281160,USA
2281612,USA
2282360,Germany
2282360,USA
2285092,Cameroon
2285092,France
2285138,UK
2285139,UK
2285647,USA
2285997,USA
2286681,USA
2287637,USA
2288084,USA
2288257,USA
2288625,USA
2288828,USA
2288908,USA
2288969,USA
2289039,USA
2289215,UK
2289279,UK
2289279,USA
2289300,USA
2290129,USA
2290136,USA
2290316,France
2290316,Japan
2290489,USA
2290562,Iran
2290793,USA
2291501,USA
2291903,"Czech Republic"
2291903,UK
2291903,USA
2291994,USA
2292109,Ireland
2292109,UK
2292109,USA
2292470,USA
2292610,USA
2292773,USA
2292920,USA
2293200,USA
2293416,USA
2293483,Italy
2293500,USA
2293587,USA
2293915,USA
2294497,USA
2294518,USA
2294990,USA
2295106,Netherlands
2295106,USA
2295575,USA
2296145,France
2296438,USA
2296667,USA
2296892,Poland
2296987,Canada
2297049,USA
2297404,USA
2297836,USA
2298189,USA
2298460,USA
2298603,USA
2298717,UK
2298804,USA
2299047,USA
2299492,UK
2299492,USA
2299646,UK
2299999,USA
2300104,USA
2300162,USA
2300333,USA
2300351,UK
2300351,USA
2300354,USA
2300450,USA
2301689,USA
2301991,UK
2302051,UK
2302051,USA
2302418,USA
2302526,USA
2302661,France
2303621,USA
2303953,USA
2304264,USA
2304330,USA
2305025,USA
2305197,USA
2305466,USA
2305587,UK
2305587,USA
2305931,USA
2305974,France
2305974,USA
2305976,USA
2306194,USA
2306197,USA
2306201,USA
2307015,"South Africa"
2307071,USA
2307228,USA
2307246,USA
2307247,USA
2307248,USA
2307289,USA
2307534,USA
2307985,USA
2308229,USA
2308305,France
2308476,Mexico
2308476,USA
2308720,USA
2308725,UK
2308725,USA
2308730,USA
2308758,Italy
2308758,UK
2308889,Australia
2308916,USA
2309076,UK
2309076,USA
2309334,UK
2309427,USA
2309617,USA
2310074,Italy
2310074,USA
2310119,USA
2310159,UK
2310159,USA
2310222,Belgium
2310222,France
2310236,USA
2310265,Belgium
2310265,France
2310722,France
2310722,UK
2310722,USA
2310724,USA
2310851,Germany
2310980,USA
2311011,USA
2311879,USA
2311916,Canada
2312022,USA
2312345,Canada
2312345,Germany
2312345,UK
2312345,USA
2312692,USA
2312819,USA
2312852,USA
2312897,USA
2313047,USA
2313093,USA
2313464,USA
2313519,USA
2313912,USA
2314869,USA
2315269,USA
2316009,UK
2316029,USA
2316046,USA
2316049,Germany
2316049,USA
2316115,France
2316115,Italy
2316742,UK
2316742,USA
2316800,USA
2316801,USA
2318730,USA
2318736,Algeria
2318736,Belgium
2318736,France
2318736,Luxembourg
2319753,France
2319753,Tunisia
2320925,Spain
2320925,USA
2321221,France
2321373,UK
2321373,USA
2321444,USA
2321525,USA
2321649,Canada
2321649,France
2321649,Mexico
2321649,Spain
2321649,USA
2322051,France
2322051,"South Africa"
2322051,UK
2322051,USA
2323351,UK
2324074,UK
2324123,USA
2324198,USA
2324383,USA
2325153,USA
2325529,USA
2325646,Switzerland
2325646,"West Germany"
2325897,USA
2325936,USA
2325949,Germany
2326309,USA
2327740,USA
2327746,USA
2327747,USA
2327816,Canada
2327816,Japan
2327816,USA
2328405,USA
2328488,USA
2328882,USA
2329335,USA
2329715,UK
2329715,USA
2330057,UK
2330470,France
2330470,UK
2332489,USA
2333344,Canada
2333344,USA
2333494,UK
2333494,USA
2333527,USA
2334512,USA
2334625,Italy
2334625,USA
2334876,USA
2335038,USA
2335264,France
2335400,USA
2335431,USA
2335622,UK
2335622,USA
2336864,USA
2337754,USA
2338199,USA
2338375,USA
2338484,UK
2338685,USA
2338707,USA
2338708,Germany
2338708,USA
2338711,USA
2338714,USA
2338941,USA
2338963,USA
2339096,USA
2339103,Japan
2339111,UK
2339246,USA
2339347,USA
2339477,"Hong Kong"
2339477,USA
2339491,UK
2340287,Canada
2340287,UK
2340287,USA
2341003,USA
2341046,USA
2341100,France
2341100,USA
2341160,USA
2341171,USA
2341509,Belgium
2341509,France
2341509,Georgia
2341509,Ukraine
2342626,USA
2342997,Australia
2344403,UK
2344573,Japan
2344573,UK
2344675,USA
2345354,France
2345354,USA
2345742,"Hong Kong"
2346707,France
2346707,Iran
2346713,Philippines
2346939,UK
2348226,USA
2349123,USA
2349163,Belgium
2349163,Germany
2349163,USA
2349269,France
2349269,UK
2349269,USA
2349430,Germany
2349430,USA
2349784,UK
2350234,USA
2350339,USA
2350378,USA
2350992,Australia
2350992,UK
2351245,USA
2351246,USA
2351693,USA
2351717,USA
2351845,USA
2351885,USA
2351904,USA
2351925,USA
2352948,USA
2353641,USA
2353781,USA
2353895,USA
2353900,USA
2354011,USA
2354219,USA
2354226,USA
2354247,USA
2354271,USA
2354392,USA
2354396,USA
2354438,USA
2354464,Germany
2354464,USA
2354674,UK
2354674,USA
2354792,USA
2354959,USA
2355275,USA
2355276,USA
2355303,USA
2355555,UK
2355625,USA
2355661,USA
2355719,USA
2355904,UK
2356134,Denmark
2356134,Germany
2356134,Sweden
2356224,Germany
2356224,Japan
2356224,USA
2356287,Canada
2356287,USA
2356460,France
2356460,Italy
2356460,Switzerland
2356755,Canada
2356755,USA
2357080,USA
2357240,USA
2357424,USA
2357437,USA
2357543,USA
2357676,USA
2357807,USA
2357857,USA
2358317,USA
2358980,Australia
2358980,USA
2359014,USA
2359470,Japan
2359470,USA
2359505,Spain
2359625,Ireland
2360108,Mexico
2360108,USA
2360397,"Soviet Union"
2360614,USA
2360660,USA
2360675,USA
2360702,Ireland
2360702,USA
2360833,USA
2360852,USA
2360910,"Federal Republic of Yugoslavia"
2360910,France
2360910,Germany
2360910,Greece
2360910,UK
2360973,USA
2361193,USA
2361211,USA
2361281,USA
2361284,USA
2361450,USA
2361456,USA
2361575,France
2361575,USA
2361748,USA
2361778,USA
2361784,USA
2361785,USA
2362113,UK
2362207,USA
2362428,USA
2363015,UK
2363015,USA
2363269,USA
2363270,USA
2363738,USA
2363756,USA
2364254,USA
2364486,USA
2364498,USA
2364887,Cuba
2364887,"Soviet Union"
2364949,USA
2365078,Australia
2365078,USA
2365142,USA
2365297,USA
2365518,France
2365518,Spain
2365518,UK
2365633,USA
2365831,USA
2365844,USA
2365920,USA
2366246,USA
2366248,USA
2366368,USA
2366403,USA
2366408,USA
2366649,USA
2366980,USA
2367023,UK
2367832,USA
2367921,UK
2367921,USA
2367930,USA
2369177,USA
2369317,USA
2369519,USA
2369623,"New Zealand"
2370089,USA
2370348,USA
2370423,USA
2370472,UK
2370704,USA
2370742,Germany
2370772,"Soviet Union"
2371045,USA
2371052,USA
2371246,USA
2371502,USA
2371509,USA
2371602,USA
2371603,USA
2371610,USA
2371611,USA
2371648,USA
2371651,USA
2371654,USA
2371692,USA
2371705,USA
2371726,USA
2371778,USA
2371786,USA
2371787,USA
2372012,USA
2372068,France
2372068,USA
2372234,USA
2372328,USA
2372407,USA
2373106,USA
2373212,USA
2373221,USA
2373241,France
2373241,Italy
2373241,UK
2373256,USA
2373364,USA
2373434,USA
2373470,USA
2373573,Italy
2373941,USA
2374542,India
2374542,UK
2374584,USA
2374677,USA
2374686,UK
2375093,USA
2375659,UK
2375659,USA
2375749,USA
2375846,USA
2375950,USA
2376295,USA
2376870,USA
2377049,USA
2377127,USA
2377127,"West Germany"
2377173,Canada
2377173,USA
2377282,USA
2377877,Japan
2377877,USA
2378398,Australia
2378535,Canada
2378535,Italy
2378535,USA
2378594,USA
2378750,USA
2378853,USA
2379184,Germany
2379184,USA
2379192,Germany
2379192,USA
2380109,USA
2380932,USA
2380949,USA
2380982,USA
2381332,UK
2381332,USA
2381528,USA
2381959,USA
2382368,USA
2382687,Japan
2383252,USA
2383280,USA
2383305,USA
2383350,Austria
2383350,Canada
2383350,Germany
2383350,Hungary
2383956,UK
2383956,USA
2384304,Mexico
2384418,UK
2384418,USA
2384520,UK
2384532,UK
2384532,USA
2384535,UK
2384535,USA
2384536,UK
2384536,USA
2384735,USA
2385207,USA
2385744,USA
2385772,USA
2386139,USA
2386293,USA
2387087,USA
2387903,USA
2388125,USA
2388316,UK
2388316,USA
2388445,USA
2388540,USA
2388613,USA
2388702,USA
2388790,USA
2388990,USA
2389414,USA
2390303,Norway
2390631,USA
2390996,USA
2391515,France
2391515,Iran
2392001,Ireland
2392001,UK
2392001,USA
2392533,USA
2393241,USA
2393853,USA
2393856,USA
2393876,USA
2393957,USA
2394155,USA
2394206,USA
2394293,USA
2394728,Japan
2395044,Argentina
2395044,Spain
2395255,USA
2395942,USA
2395953,USA
2396028,India
2396330,USA
2396366,Australia
2396366,Germany
2396366,USA
2396390,USA
2397128,USA
2397272,Canada
2397272,USA
2397663,Italy
2397663,UK
2397781,USA
2398900,"Hong Kong"
2398900,USA
2398907,"Hong Kong"
2398907,USA
2398908,"Hong Kong"
2398908,USA
2400037,USA
2400056,USA
2400921,USA
2401353,France
2401441,USA
2401724,Canada
2401724,USA
2401750,France
2401750,USA
2401814,USA
2402234,USA
2402490,USA
2402836,Japan
2402907,USA
2403659,USA
2403807,USA
2403883,USA
2404002,USA
2404248,USA
2404464,USA
2404844,USA
2405097,UK
2405559,USA
2405780,UK
2405818,USA
2405835,USA
2405972,UK
2406080,USA
2406092,USA
2406259,USA
2406308,USA
2406458,"Czech Republic"
2406458,France
2406458,Germany
2406458,UK
2406458,USA
2406464,Australia
2406464,UK
2406475,USA
2406479,Germany
2406479,USA
2406492,USA
2406749,UK
2406749,USA
2406808,USA
2406910,USA
2407102,USA
2407115,USA
2407308,USA
2407502,USA
2407577,USA
2408078,USA
2408096,USA
2408133,USA
2408166,USA
2408167,USA
2408389,USA
2408482,Mexico
2408482,USA
2408762,Canada
2408762,USA
2408977,USA
2409051,Canada
2409070,USA
2409105,USA
2409402,USA
2409655,USA
2409708,USA
2409717,USA
2409764,USA
2409949,USA
2410182,USA
2410273,USA
2410338,USA
2410484,USA
2410667,USA
2410686,USA
2410691,USA
2410916,UK
2410977,"New Zealand"
2411034,USA
2411035,USA
2411215,USA
2411361,USA
2411492,USA
2411558,USA
2411762,USA
2411839,USA
2412295,USA
2412397,USA
2412502,USA
2412514,USA
2412518,USA
2412620,USA
2412638,USA
2412676,USA
2412686,UK
2412686,USA
2412740,UK
2412740,USA
2412859,USA
2412879,USA
2412918,UK
2412918,USA
2412945,USA
2413158,USA
2413168,USA
2413457,USA
2413536,USA
2413799,USA
2413948,USA
2414050,USA
2414153,USA
2414225,USA
2414400,USA
2414419,USA
2414571,Canada
2414571,USA
2414595,USA
2414767,Canada
2414767,USA
2414877,UK
2414877,USA
2415240,USA
2415427,UK
2415427,USA
2415482,USA
2415512,USA
2415560,USA
2415703,USA
2415723,USA
2415946,USA
2415964,UK
2415964,USA
2415971,USA
2416139,USA
2416189,USA
2416319,USA
2416380,USA
2416410,UK
2416504,USA
2416982,USA
2417002,USA
2417211,France
2417211,Germany
2417211,UK
